Nr;Huvuduppslag;Avdelning;Placering;Cirk. kat.;Hylla;Status;Lok.-datum;Förf. datum;Etikettnr.;Lån;
217;Lundqvist, Åke, Vildåsnans törst 2006;  Vimmerby - Vuxen; ;;Cc;;2006-12-09;;21700480884;0
218;Lönnebo, Martin, Frälsarkransen 1996;  Vimmerby - Vuxen; ;;Ci;;1998-04-06;;20470870884;33
219;Lönnebo, Martin, Hjärtats nycklar 2010;  Vimmerby - Vuxen; ;;Ci;;2012-01-04;;50141010066;5
220;Lönnebo, Martin, Livets djup 1972;  Vimmerby - Vuxen; ;;Ci;;1998-04-06;;20470880884;14
221;Lönnebo, Martin, Van Goghs rum 2005;  Vimmerby - Vuxen; ;;Ci;;2005-11-16;;21622750884;21
222;Lönnebo, Martin, Väven 1999;  Vimmerby - Vuxen; ;;Ci;;1999-09-29;;21269580884;15
223;Manipulering pågår 1995;  Vimmerby - Vuxen; ;;Cn;;1998-04-06;;89001904621;69
224;Marianne, Då gråter änglarna 1997;  Vimmerby - Vuxen; ;;Cks;;2003-02-11;;20999780884;29
225;Marklund, Thorsten, Kvinnor i bibeln 1986;  Vimmerby - Vuxen; ;;Cc;;1998-04-06;;20471210884;31
226;Martinus, Livets bok. 1 / [översatt från danskan av Agne Windmark i samråd med Nils Kalén]d 1975;  Vimmerby - Vuxen; ;;Cn;;1998-04-06;;20445840884;29
227;Martling, Carl Henrik, Synden straffar sig själv 2001;  Vimmerby - Vuxen; ;;Cb(x);;2001-08-17;;21129100884;1
228;Melin, Margareta, Den inre källan 1986;  Vimmerby - Vuxen; ;;Ci;;1998-04-06;;20470920884;34
229;Melin, Margareta, Vilja och frihet 1992;  Vimmerby - Vuxen; ;;Ci;;1998-04-06;;20470930884;34
230;Modéus, Martin, Gudstjänstens kärnvärden 2013;  Vimmerby - Vuxen; ;;Ch;;2014-10-15;;52559360008;0
231;Moltke-Hoff, Anne-Marie, Enkelt och flärdfullt 1998;  Vimmerby - Vuxen; ;;Cks;;1998-10-20;;89007018734;19
232;Muchembled, Robert, Djävulens historia 2002;  Vimmerby - Vuxen; ;;Ce;;2003-05-07;;21319080884;13
233;Musset, Jacques, Boken om Bibeln. Gamla testamentet 1996;  Vimmerby - Vuxen; ;;Cc;;1998-04-06;;20471180884;22
234;Naipaul, Vidiadhar Surajprasad, Bortom tron 1999;  Vimmerby - Vuxen; ;;Cmd;;2000-02-28;;21280700884;14
235;Nattvardens teologi 1996;  Vimmerby - Vuxen; ;;Ce;;1998-04-06;;20470190884;14
236;Nettelhorst, Robin P., Apostlar och profeter 2008;  Vimmerby - Vuxen; ;;Cc;;2009-01-08;;80037117480;2
237;Nhât Hanh, Mandelträdet i din trädgård 1996;  Vimmerby - Vuxen; ;;Cme;;1998-04-06;;20260910884;25
238;Nilsson, Nils-Henrik, Värd i kyrkan 2009;  Vimmerby - Vuxen; ;;Ch;;2010-09-09;;80041434952;3
239;Nobel, Agnes, Filosofens knapp 1999;  Vimmerby - Vuxen; ;;Cn;;2000-04-05;;20831760884;8
240;Notboken 2001;  Vimmerby - Vuxen; ;;Cc;;2001-05-03;;21054850884;1
241;Nya religioner 2004;  Vimmerby - Vuxen; ;;Cn;;2005-03-09;;21605490884;17
242;Näsström, Britt-Mari, Nordiska gudinnor 2009;  Vimmerby - Vuxen; ;;Cmi;;2010-03-16;;80041463637;4
243;Ohlmarks, Åke, Gudatro i nordisk forntid 1970;  Vimmerby - Vuxen; ;;Cmi;;1998-04-06;;20470750884;68
244;Olsen, Harald, Keltisk andlighet 2000;  Vimmerby - Vuxen; ;;Cj;;2001-03-15;;21049790884;11
245;Olsson, Lars-Erik, Vita jungfrun - och andra gestalter från 1800-talets kyrkohistoria 2009;  Vimmerby - Vuxen; ;;Cj-c ;;2009-06-30;;80039726495;0
246;Onfray, Michel, Atheist Manifesto 2008;  Vimmerby - Vuxen; ;;C;;2009-02-13;;80037101778;31
247;Onsell, Birgitta, Efter tusen år av tystnad- 1994;  Vimmerby - Vuxen; ;;Cm;;1998-04-06;;20471430884;34
248;Origenes, Om bönen 2009;  Vimmerby - Vuxen; ;;Cd;;2010-01-26;;21405470884;1
249;Ortberg, John, Gud är närmare än du tror 2006;  Vimmerby - Vuxen; ;;Ci;;2006-05-15;;21637270884;11
250;Ottosson, Stellan, Jesus, Paulus och kärleken 2010;  Vimmerby - Vuxen; ;;Cc;;2011-07-26;;80042854618;0
251;Ouis, Pernilla, Muslim i Sverige 2003;  Vimmerby - Vuxen; ;;Cmd;;2004-07-06;;21355320884;11
252;Ouspensky, Leonid, Ikonens teologi 2000;  Vimmerby - Vuxen; ;;Ck;;2001-09-24;;20856600884;6
253;O'Yeah, Zac, Guru! 2004;  Vimmerby - Vuxen; ;;Cme;;2004-04-30;;21352900884;11
254;Persson, Larsåke W., Sinnesro 2011;  Vimmerby - Vuxen; ;;Ci;;2011-07-18;;50585450009;13
255;Pettersson, Olof, Afrikansk religiositet 1982;  Vimmerby - Vuxen; ;;Cm;;1998-04-06;;20471420884;40
256;Piltz, Anders, Adam, var är du? 2009;  Vimmerby - Vuxen; ;;Ce;;2009-09-16;;80039733979;1
257;Piltz, Anders, Morgonens nåd och nattens trofasthet 2002;  Vimmerby - Vuxen; ;;Ci;;2003-09-03;;21330980884;6
258;Pol, Jan, Om fornnordisk mytologi 1993;  Vimmerby - Vuxen; ;;Cmi;;1998-04-06;;20481790884;80
259;Poromaa, Sante, Bortom alla begrepp 1997;  Vimmerby - Vuxen; ;;Cme;;1998-04-06;;21207240884;43
260;Psalmer i 2000-talet 2006;  Vimmerby - Vuxen; ;;Ci;;2007-01-18;;21705680884;7
261;På vidsträckta fält 2005;  Vimmerby - Vuxen; ;;Cg;;2006-03-01;;21632710884;16
262;Radler, Aleksander, Kristendomens idéhistoria 1988;  Vimmerby - Vuxen; ;;Ce;;1998-04-06;;20470180884;29
263;Ragnar, Per, När ska jag ha tid att leva? 1996;  Vimmerby - Vuxen; ;;Ci;;1998-04-06;;20251660884;16
264;Ramadan, Tariq, Att vara europeisk muslim 2004;  Vimmerby - Vuxen; ;;Cmd;;2004-11-11;;21597940884;2
265;Reberg, Arne, Min andliga resa med Martin Lönnebo 2003;  Vimmerby - Vuxen; ;;Cjz LÖNNEBO, MARTIN/TK;;2003-08-14;;21328330884;4
266;Reberg, Arne, Mitt möte med de gåtfulla antroposoferna 1994;  Vimmerby - Vuxen; ;;Cn;;1998-04-06;;20470170884;34
267;Religion i Latinamerika 2012;  Vimmerby - Vuxen; ;;Cm;;2012-05-09;;51173460081;1
268;Religiösa rörelser förr och nu 1988;  Vimmerby - Vuxen; ;;Cj-c;;1998-04-06;;20471930884;15
269;Reventlow, Christian, Vad Buddha lärde 1990;  Vimmerby - Vuxen; ;;Cme;;1998-04-06;;20471400884;85
270;Rimås, Otto, Kallelse och- befriat liv 1998;  Vimmerby - Vuxen; ;;Ce;;1998-11-25;;21233130884;8
271;Ring, Börge, Religion och livet 2007;  Vimmerby - Vuxen; ;;Cm;;2009-02-02;;80037119638;6
272;Roald, Anne Sofie, Islam 2005;  Vimmerby - Vuxen; ;;Cmd;;2006-01-19;;21628900884;17
273;Roger, Gud kan bara älska 2005;  Vimmerby - Vuxen; ;;Ci;;2006-02-15;;21632090884;6
274;Romanos, Julhymn 1994;  Vimmerby - Vuxen; ;;Ci;;2015-02-13;;80047024728;0
275;Rosenblad, Dorothea, Samma rötter 2004;  Vimmerby - Vuxen; ;;Cm;;2005-02-17;;21604270884;17
276;Rothstein, Mikael, Gud är blå 1997;  Vimmerby - Vuxen; ;;Cn;;1998-04-06;;89005169063;21
277;Rus & rit 1996;  Vimmerby - Vuxen; ;;Cm;;1998-04-06;;20473970884;24
278;Rydberg, Viktor, Fädernas gudasaga 1984;  Vimmerby - Vuxen; ;;Cmi;;1998-04-06;;20471390884;44
279;Rydeman, Stig, Från vallgosse till prost 1987;  Vimmerby - Vuxen; ;;Cjz Rydeman, Johan;;1998-04-06;;20670430884;0
280;Sahlin, Margit, Jesus - Guds hemlighet 1999;  Vimmerby - Vuxen; ;;Ce;;2000-03-08;;21283230884;9
281;Salam 2007;  Vimmerby - Vuxen; ;;Cmd;;2009-01-30;;21777990884;0
282;Salminen-Karlsson, Minna, Det är ju faktiskt två världar som inte går ihop 2005;  Vimmerby - Vuxen; ;;Ck;;2005-10-19;;21618870884;1
283;Samuelsson, Jan, Islam i Sverige 1999;  Vimmerby - Vuxen; ;;Cmd;;1999-07-01;;21264440884;41
284;Samuelsson, Jan, Kvinnornas islam 2005;  Vimmerby - Vuxen; ;;Cmd;;2005-09-07;;89017128508;8
285;Samuelsson, Jan, Kärlek och familjeliv enligt islam 1996;  Vimmerby - Vuxen; ;;Cmd;;1998-04-06;;20471380884;49
286;Sandgren, Johannes, Befrielse- 2012;  Vimmerby - Vuxen; ;;C;;2013-01-21;;80047023751;1
287;Sandlund, Elisabeth, Drabbad av det oväntade 2005;  Vimmerby - Vuxen; ;;Ce;;2008-12-10;;80037115906;8
288;Sandström, Henning E., Kväkarnas människosyn 2010;  Vimmerby - Vuxen; ;;Cks;;2011-09-08;;80041466214;0
289;Saunders, Doug, Myten om den muslimska flodvågen 2013;  Vimmerby - Vuxen; ;;Cmd;;2013-10-24;;52112810235;2
290;Schaller, Hans, Andlighet mitt i vardagen 2013;  Vimmerby - Vuxen; ;;Ce;;2014-03-05;;52297980009;1
291;Schreiber, Adéle, Den hinduiska gudavärlden 2004;  Vimmerby - Vuxen; ;;Cme;;2005-03-03;;21605360884;9
292;Scott, Joan Wallach, Slöjans politik 2010;  Vimmerby - Vuxen; ;;Cmd;;2011-02-15;;80041465303;2
293;Seiler, Herman, Döden - och vad kommer sedan? 1984;  Vimmerby - Vuxen; ;;Ce;;1998-04-06;;20470140884;21
294;Sigurdson, Ola, Det postsekulära tillståndet 2009;  Vimmerby - Vuxen; ;;Ca;;2010-04-23;;80041463606;0
295;Sjödin, Tomas, Eftervärme 2003;  Vimmerby - Vuxen; ;;Ci;;2004-09-01;;21361240884;22
296;Sjödin, Tomas, Ett brustet halleluja 2008;  Vimmerby - Vuxen; ;;Ci;;2011-10-19;;48775290184;6
297;Sjödin, Tomas, Jag lutar åt Gud 2010;  Vimmerby - Vuxen; ;;Ci;;2010-11-10;;80041438005;13
298;Sjögren Nordgren, Monica, Sankta Anna - Jesu mormor 2009;  Vimmerby - Vuxen; ;;Cc;;2011-03-30;;80041465668;4
299;Skantze, Margareta, Vägen till henne 2010;  Vimmerby - Vuxen; ;;Cm;;2010-12-02;;80041465026;9
300;Skott, Fredrik, Asatro i tiden 2000;  Vimmerby - Vuxen; ;;Cmi;;2001-10-10;;20859250884;9
301;Skytte, Göran, Förvandlingar 2013;  Vimmerby - Vuxen; ;;Ce;;2013-04-11;;51855020235;2
302;Spong, John Shelby, En ny kristendom för en ny värld 2005;  Vimmerby - Vuxen; ;;Ce;;2006-01-20;;21629130884;7
303;Stausberg, Michael, Zarathustra och zoroastrismen 2005;  Vimmerby - Vuxen; ;;Cm;;2007-11-29;;21730170884;15
304;Stenberg, Leif, Muslim i Sverige 1999;  Vimmerby - Vuxen; ;;Cmd;;2000-03-15;;21283970884;15
305;Stenström, Lars-Åke, Kända psalmer och deras historia 1989;  Vimmerby - Vuxen; ;;Ch;;1998-04-06;;20471340884;19
306;Stenström, Lars-Åke, Psalmerna i livet 1995;  Vimmerby - Vuxen; ;;Ch;;1998-04-06;;20242220884;11
307;Stigberg, Ulrica, Mod att tro 2006;  Vimmerby - Vuxen; ;;Ci;;2007-01-18;;21705640884;6
308;Stigberg, Ulrica, Om barn och livets frågor 2013;  Vimmerby - Vuxen; ;;Cg;;2013-09-11;;52174790053;4
309;Stinissen, Wilfrid, Jag dör inte, jag träder in i livet 2011;  Vimmerby - Vuxen; ;;Ci;;2014-10-01;;50839920016;0
310;Strindlund, Martin, Liten hjälpreda för sökare 1993;  Vimmerby - Vuxen; ;;Cm;;1998-04-06;;20472070884;15
311;Ström, Folke, Nordisk hedendom 1985;  Vimmerby - Vuxen; ;;Cmi;;1998-04-06;;20472300884;79
312;Svebilius, Olof, Doktor Martin Luthers Lilla katekes 2003;  Vimmerby - Vuxen; ;;Ce;;2003-12-22;;21341760884;6
313;Svenskt patristiskt bibliotek. Bd 4, Bibel och predikan / redaktör: Sten Hidal översättare: Kristina Alveteg 2003;  Vimmerby - Vuxen; ;;Cd;;2004-05-04;;21456120884;2
314;Sveriges kyrkohistoria. 1, Missionstid och tidig medeltid / Bertil Nilsson 1998;  Vimmerby - Vuxen; ;;Cj-c;;1999-02-17;;21240110884;30
315;Sveriges kyrkohistoria. 2, Hög- och senmedeltid / Sven-Erik Pernler 1999;  Vimmerby - Vuxen; ;;Cj-c;;1999-08-06;;21266620884;26
316;Sveriges kyrkohistoria. 3, Reformationstid / Åke Andrén 1999;  Vimmerby - Vuxen; ;;Cj-c;;2000-02-23;;21281530884;17
317;Sveriges kyrkohistoria. 4, Enhetskyrkans tid / Ingun Montgomery 2002;  Vimmerby - Vuxen; ;;Cj-c;;2002-12-19;;20996410884;7
318;Sveriges kyrkohistoria. 5, Individualismens och upplysningens tid / Harry Lenhammar 2000;  Vimmerby - Vuxen; ;;Cj-c;;2001-02-01;;21044940884;22
319;Sveriges kyrkohistoria. 6, Romantikens och liberalismens tid / Anders Jarlert 2001;  Vimmerby - Vuxen; ;;Cj-c;;2001-10-15;;20859940884;13
320;Sveriges kyrkohistoria. 7, Folkväckelsens och kyrkoförnyelsens tid / Oloph Bexell 2003;  Vimmerby - Vuxen; ;;Cj-c;;2004-03-03;;21347680884;16
321;Sveriges kyrkohistoria. 8, Religionsfrihetens och ekumenikens tid / Ingmar Brohed 2005;  Vimmerby - Vuxen; ;;Cj-c;;2005-08-30;;21614910884;19
322;Swärd, Stefan, Hur kan jag tro på en Gud som jag inte kan se? 1999;  Vimmerby - Vuxen; ;;Ce;;2000-03-29;;21284650884;11
323;Symfoniska röster 2012;  Vimmerby - Vuxen; ;;Ce;;2013-01-28;;80047023819;0
324;Teresa, Hjärtats tysta bön 1992;  Vimmerby - Vuxen; ;;Ci;;1999-11-10;;21272070884;30
325;The portable atheist 2007;  Vimmerby - Vuxen; ;;C;;2008-04-09;;80036174028;15
326;Thubten Yeshe, Visdomens energi 1986;  Vimmerby - Vuxen; ;;Cme;;1998-04-06;;20472290884;60
327;Thörnblad, Ann, Tankar om tro och andlighet 2014;  Vimmerby - Vuxen; ;;Ce;;2014-09-10;;52467110014;4
328;Tro - en politisk kraft 2014;  Vimmerby - Vuxen; ;;Cg;;2014-08-06;;52725380020;5
329;Tro, trend eller tragedi 1994;  Vimmerby - Vuxen; ;;Cks;;1998-04-06;;89000317308;32
330;Tutu, Desmond, Förlåtelse 2014;  Vimmerby - Vuxen; ;;Cf;;2014-05-07;;52435480019;3
331;Tutu, Desmond, Gud har en dröm 2004;  Vimmerby - Vuxen; ;;Ci;;2004-12-01;;21599990884;7
332;Tutu, Desmond, Om godhet 2010;  Vimmerby - Vuxen; ;;Cf;;2010-11-08;;80041438809;3
333;Vi har ju mötts förr 2003;  Vimmerby - Vuxen; ;;Cmd;;2004-07-06;;21458700884;3
334;Victorias bönbok 1979;  Vimmerby - Vuxen; ;;Ci;;1998-04-06;;20470580884;21
335;Vinterhed, Kerstin, Jesusboken 2000;  Vimmerby - Vuxen; ;;Cc;;2000-08-16;;21031290884;17
336;Vodou, santeria, olivorism 2006;  Vimmerby - Vuxen; ;;Cm;;2006-11-27;;21701330884;0
337;Världsreligioner i vardagen 2005;  Vimmerby - Vuxen; ;;Cm;;2006-01-20;;21629120884;21
338;Waern, Inger, Möten med änglar 1998;  Vimmerby - Vuxen; ;;Ce;;1998-06-02;;21215320884;63
339;Wahlqvist, Lotta, Hallå, är du muslim? Då måste jag fråga- 2009;  Vimmerby - Vuxen; ;;Cmd;;2010-08-04;;80041464148;1
340;Wallin, Kerstin, Mer än bara ord 2000;  Vimmerby - Vuxen; ;;Cc;;2000-08-31;;21032860884;5
341;Walsch, Neale Donald, Morgondagens Gud 2005;  Vimmerby - Vuxen; ;;Ce;;2006-11-01;;21698950884;13
342;Wejryd, Anders, Andaktsbok 2013;  Vimmerby - Vuxen; ;;Ci;;2014-02-12;;52435420006;4
343;Westblom Jonsson, Helen, Mat, tro, tradition 1997;  Vimmerby - Vuxen; ;;Cm;;1999-02-23;;21241110884;8
344;Westerlund, David, Afrikanska religioner 2011;  Vimmerby - Vuxen; ;;Cm;;2011-10-10;;80041466384;0
345;Westius, Anders, I berättelsen finns jag 2006;  Vimmerby - Vuxen; ;;Cg;;2006-08-02;;21640290884;13
346;Wheatcroft, Andrew, De otrogna 2006;  Vimmerby - Vuxen; ;;Cm;;2006-11-24;;21701140884;6
347;Wibeck, Sören, Jesus 2007;  Vimmerby - Vuxen; ;;Cc;;2007-09-05;;80034310005;6
348;Wibeck, Sören, Religionernas historia 2003;  Vimmerby - Vuxen; ;;Cm;;2003-10-09;;21334350884;27
349;Wikander, Ola, Gud är ett verb 2014;  Vimmerby - Vuxen; ;;Cc;;2014-02-05;;52472280011;5
350;Wikström, Cecilia, I tillitens tecken 2006;  Vimmerby - Vuxen; ;;Ci;;2006-09-11;;89018686864;11
351;Wikström, Owe, Att älska livet mer än dess mening 2010;  Vimmerby - Vuxen; ;;Ci;;2010-09-16;;80041426965;20
352;Wikström, Owe, Till längtans försvar eller Vemodet i finsk tango 2008;  Vimmerby - Vuxen; ;;C;;2008-10-07;;80037106212;12
353;Wolkstein, Diane, Inanna 1995;  Vimmerby - Vuxen; ;;Cmd;;1998-04-06;;20472260884;36
354;Yancey, Philip, Den Jesus jag aldrig känt 1997;  Vimmerby - Vuxen; ;;Cc;;1999-12-29;;21276570884;29
355;Yancey, Philip, Mörkerseende 1998;  Vimmerby - Vuxen; ;;Ce;;1999-11-30;;21273530884;25
356;Änglar 1998;  Vimmerby - Vuxen; ;;Cn;;1999-04-30;;21261490884;30
